region,land_type,road_access,utilities,area_sqft,distance_to_city_km,infrastructure_score,development_potential,price
Chennai,Residential,Interior_Road,Partial,1190,30.4,4.8,7.2,539000
Chennai,Commercial,Main_Road,Not_Connected,12980,15.4,6.0,5.4,14421000
Pune,Residential,Main_Road,Fully_Connected,12470,1.2,6.1,7.2,19348000
Bangalore_North,Residential,Secondary_Road,Fully_Connected,8340,0.5,7.1,8.0,19125000
Bangalore_North,Commercial,Secondary_Road,Partial,1990,7.5,5.8,4.7,5171000
Bhopal,Industrial,Main_Road,Fully_Connected,5950,4.8,4.2,3.0,3221000
Pune,Residential,Main_Road,Partial,2310,16.1,4.4,5.0,2589000
Bhopal,Industrial,Interior_Road,Partial,5590,2.0,5.7,7.2,1521000
Bangalore_South,Commercial,Secondary_Road,Fully_Connected,8250,17.4,7.3,4.7,18986000
Chennai,Residential,Main_Road,Partial,5170,13.4,6.6,5.5,5358000
Bangalore_South,Commercial,Secondary_Road,Partial,2940,13.9,5.1,6.4,5512000
Bangalore_South,Commercial,Interior_Road,Fully_Connected,13780,58.4,2.7,4.0,11272000
Bangalore_North,Residential,Main_Road,Not_Connected,5910,17.3,7.3,9.2,8529000
Bangalore_North,Commercial,Interior_Road,Fully_Connected,5450,0.5,7.1,4.9,22990000
Indore,Residential,Main_Road,Fully_Connected,3580,11.2,4.5,8.7,1977000
Hyderabad,Residential,Secondary_Road,Not_Connected,1130,2.5,5.6,3.6,1355000
Chennai,Commercial,Secondary_Road,Fully_Connected,6340,7.6,5.7,2.9,8233000
Pune,Commercial,Main_Road,Not_Connected,8040,9.0,4.2,4.9,13101000
Pune,Industrial,No_Road,Fully_Connected,22890,8.6,6.3,4.7,21315000
Chennai,Residential,Secondary_Road,Fully_Connected,5120,4.4,7.0,6.8,5089000
Bangalore_South,Mixed,No_Road,Fully_Connected,7030,31.2,6.9,6.7,7033000
Bhopal,Industrial,Main_Road,Partial,16190,10.5,4.7,5.0,4670000
Kochi,Mixed,Interior_Road,Partial,7230,6.9,2.9,2.8,3471000
Ahmedabad,Industrial,No_Road,Not_Connected,44580,37.6,3.9,5.4,4830000
Pune,Residential,Secondary_Road,Not_Connected,3760,13.8,7.9,7.1,3603000
Bangalore_South,Commercial,Main_Road,Partial,9990,16.3,4.5,6.8,18518000
Indore,Residential,Interior_Road,Partial,3540,4.8,4.3,4.7,1309000
Hyderabad,Industrial,Secondary_Road,Partial,11920,18.3,7.5,5.8,10890000
Bangalore_North,Commercial,No_Road,Not_Connected,11540,8.2,6.9,4.3,7865000
Hyderabad,Residential,Secondary_Road,Partial,2790,23.3,8.5,7.7,2175000
Ahmedabad,Mixed,Main_Road,Not_Connected,7710,8.3,4.0,2.9,4604000
Noida_NCR,Residential,Main_Road,Fully_Connected,4070,13.6,5.1,3.5,8578000
Ahmedabad,Commercial,Interior_Road,Fully_Connected,6470,25.6,5.6,6.7,5394000
Ahmedabad,Agricultural,No_Road,Partial,37210,0.8,3.7,1.9,7574000
Bangalore_South,Residential,Main_Road,Fully_Connected,2870,5.3,5.7,8.1,6577000
Indore,Commercial,Interior_Road,Fully_Connected,2530,11.5,4.0,5.0,2077000
Pune,Industrial,No_Road,Not_Connected,27170,2.7,7.0,6.8,9701000
Noida_NCR,Residential,Main_Road,Fully_Connected,4650,16.5,6.9,5.3,8090000
Bangalore_North,Commercial,Main_Road,Fully_Connected,14500,29.4,5.9,7.3,30199000
Bhopal,Residential,Interior_Road,Fully_Connected,2830,2.6,3.6,4.5,921000
Hyderabad,Agricultural,Secondary_Road,Fully_Connected,275300,3.5,7.8,6.4,245270000
Bangalore_North,Residential,Main_Road,Partial,3130,21.1,10.0,9.3,5712000
Pune,Mixed,Interior_Road,Not_Connected,3400,6.5,6.4,4.0,3037000
Bangalore_North,Industrial,Secondary_Road,Not_Connected,9030,0.9,6.6,4.2,14677000
Bangalore_South,Residential,No_Road,Partial,1300,7.9,4.3,3.3,1114000
Noida_NCR,Residential,Interior_Road,Partial,10830,7.2,5.8,6.6,13628000
Hyderabad,Commercial,Interior_Road,Fully_Connected,20890,21.8,5.4,5.8,34368000
Indore,Agricultural,Secondary_Road,Not_Connected,85860,32.3,2.6,5.4,6047000
Hyderabad,Commercial,Main_Road,Fully_Connected,4270,11.8,6.0,4.8,14261000
Ahmedabad,Residential,Secondary_Road,Fully_Connected,12980,10.6,6.9,7.7,11392000
Pune,Residential,Main_Road,Not_Connected,3180,7.2,7.1,6.8,3621000
Noida_NCR,Mixed,Interior_Road,Not_Connected,5040,5.3,6.4,5.1,6759000
Chennai,Commercial,Main_Road,Fully_Connected,21880,43.2,2.3,4.2,20400000
Pune,Industrial,Secondary_Road,Partial,33880,5.5,7.2,6.9,39709000
Bhopal,Commercial,Main_Road,Fully_Connected,37350,31.7,2.9,3.1,14121000
Hyderabad,Mixed,Main_Road,Fully_Connected,7050,9.1,4.1,4.9,19263000
Bangalore_South,Residential,Main_Road,Fully_Connected,3090,80.0,3.8,4.5,1626000
Noida_NCR,Residential,Secondary_Road,Fully_Connected,2690,7.8,7.7,7.2,5130000
Kochi,Mixed,Interior_Road,Partial,1810,2.2,1.9,2.7,1205000
Bangalore_North,Mixed,Main_Road,Fully_Connected,5010,80.0,2.3,1.7,3459000
Pune,Residential,Interior_Road,Partial,8420,23.8,4.8,5.5,5973000
Indore,Residential,Interior_Road,Fully_Connected,5900,17.0,4.8,4.2,1877000
Ahmedabad,Commercial,Main_Road,Not_Connected,8110,60.8,2.1,1.9,2431000
Bhopal,Commercial,Interior_Road,Partial,3990,11.6,2.8,3.6,1552000
Chennai,Residential,Secondary_Road,Not_Connected,4640,5.5,6.2,7.4,2835000
Noida_NCR,Industrial,Main_Road,Fully_Connected,44970,13.5,5.7,6.3,119306000
Hyderabad,Residential,Secondary_Road,Partial,5290,3.5,7.0,6.1,10083000
Indore,Agricultural,Main_Road,Not_Connected,58100,11.2,2.8,3.1,9092000
Hyderabad,Residential,Interior_Road,Fully_Connected,2380,12.5,4.4,6.0,3187000
Ahmedabad,Residential,No_Road,Fully_Connected,7030,2.4,6.0,2.6,3671000
Pune,Agricultural,Interior_Road,Fully_Connected,2980,10.5,5.7,7.2,2203000
Chennai,Residential,Secondary_Road,Fully_Connected,5130,4.8,6.4,3.7,5717000
Noida_NCR,Agricultural,Secondary_Road,Fully_Connected,500000,33.4,4.8,3.2,218547000
Pune,Residential,No_Road,Fully_Connected,1500,10.7,4.5,4.4,1023000
Indore,Mixed,Main_Road,Fully_Connected,5130,13.6,5.6,9.2,3263000
Pune,Agricultural,Main_Road,Partial,49650,16.6,3.4,6.9,28320000
Noida_NCR,Industrial,Secondary_Road,Fully_Connected,13810,5.4,8.1,8.7,33799000
Hyderabad,Residential,Main_Road,Fully_Connected,7850,47.2,6.2,6.9,6537000
Pune,Residential,Main_Road,Partial,5440,3.0,6.8,4.0,8394000
Pune,Residential,Main_Road,Fully_Connected,4420,6.3,4.8,5.6,7398000
Bangalore_North,Commercial,Secondary_Road,Fully_Connected,13980,0.6,5.5,5.0,63493000
Bangalore_North,Residential,Main_Road,Fully_Connected,4040,22.6,5.3,4.5,6831000
Noida_NCR,Residential,Main_Road,Fully_Connected,31600,3.4,5.1,5.8,83420000
Noida_NCR,Residential,Main_Road,Fully_Connected,4410,30.6,4.4,4.4,6295000
Noida_NCR,Residential,Secondary_Road,Fully_Connected,4540,9.5,7.2,8.3,8135000
Bangalore_North,Residential,Interior_Road,Fully_Connected,1320,8.6,6.9,3.9,1972000
Hyderabad,Residential,Main_Road,Not_Connected,2810,1.6,5.2,5.8,3388000
Bangalore_South,Residential,Interior_Road,Not_Connected,8430,43.4,5.3,4.4,4615000
Ahmedabad,Agricultural,Interior_Road,Fully_Connected,15030,66.3,3.1,3.6,1671000
Kochi,Residential,Main_Road,Fully_Connected,980,4.2,6.5,7.0,823000
Bangalore_South,Residential,Interior_Road,Fully_Connected,4080,8.9,6.5,4.9,8988000
Noida_NCR,Commercial,Interior_Road,Not_Connected,20880,20.0,7.3,7.4,27238000
Bangalore_North,Agricultural,Secondary_Road,Partial,51940,15.7,6.4,6.2,35125000
Hyderabad,Residential,Main_Road,Fully_Connected,3210,57.9,5.4,4.8,1971000
Bangalore_North,Commercial,Main_Road,Fully_Connected,2180,19.2,4.2,4.2,5930000
Hyderabad,Mixed,No_Road,Fully_Connected,8050,72.5,3.5,4.2,2957000
Noida_NCR,Commercial,Interior_Road,Not_Connected,12710,44.2,5.0,4.3,8232000
Indore,Mixed,No_Road,Not_Connected,1880,6.7,4.0,4.8,234000
Bangalore_South,Industrial,No_Road,Fully_Connected,49570,12.0,6.2,5.9,39130000
Chennai,Residential,Main_Road,Partial,6580,25.4,5.3,4.8,4749000
Noida_NCR,Commercial,Interior_Road,Fully_Connected,17670,37.7,5.8,8.4,24882000
Bhopal,Agricultural,Secondary_Road,Partial,84540,9.3,3.6,5.1,11259000
Noida_NCR,Mixed,Interior_Road,Not_Connected,9180,0.5,5.9,5.6,11177000
Bangalore_South,Commercial,Main_Road,Fully_Connected,11520,24.7,6.5,6.8,31506000
Noida_NCR,Residential,Main_Road,Fully_Connected,7030,38.1,5.7,4.4,8425000
Hyderabad,Commercial,Interior_Road,Partial,2240,3.4,5.1,4.9,5095000
Bhopal,Residential,Interior_Road,Fully_Connected,1510,19.2,3.2,3.8,278000
Hyderabad,Agricultural,Secondary_Road,Partial,25780,10.0,4.0,2.9,19447000
Noida_NCR,Commercial,Main_Road,Fully_Connected,7310,8.2,6.5,7.1,23819000
Bangalore_North,Agricultural,Main_Road,Not_Connected,70910,17.7,5.6,5.2,34593000
Pune,Industrial,No_Road,Fully_Connected,25930,25.7,4.1,4.3,10829000
Kochi,Agricultural,Secondary_Road,Fully_Connected,136650,6.0,6.5,5.7,32373000
Noida_NCR,Agricultural,Secondary_Road,Fully_Connected,140560,12.5,4.9,9.9,112640000
Pune,Agricultural,Secondary_Road,Fully_Connected,22800,16.4,6.0,5.2,14666000
Indore,Industrial,Secondary_Road,Fully_Connected,24210,38.5,5.6,2.8,5609000
Kochi,Industrial,Secondary_Road,Partial,10150,4.2,6.0,3.8,6431000
Hyderabad,Residential,Secondary_Road,Fully_Connected,3540,4.8,6.3,7.5,7511000
Chennai,Commercial,Interior_Road,Fully_Connected,10020,16.0,3.5,6.5,8070000
Pune,Residential,No_Road,Fully_Connected,500,10.6,3.8,3.6,372000
Noida_NCR,Industrial,No_Road,Fully_Connected,137650,9.8,5.9,8.0,93150000
Hyderabad,Agricultural,Secondary_Road,Not_Connected,83250,31.2,4.4,6.2,21730000
Bangalore_South,Commercial,Secondary_Road,Not_Connected,5270,21.1,4.5,4.9,6715000
Indore,Residential,Interior_Road,Fully_Connected,14000,2.2,4.1,4.5,4812000
Indore,Residential,Interior_Road,Partial,3190,45.0,2.6,4.1,480000
Kochi,Agricultural,Secondary_Road,Partial,56330,18.2,4.7,6.6,11941000
Bhopal,Residential,Interior_Road,Not_Connected,2910,1.5,2.7,4.5,453000
Ahmedabad,Residential,Interior_Road,Fully_Connected,11710,27.0,3.3,3.3,4571000
Ahmedabad,Industrial,Interior_Road,Fully_Connected,18390,41.5,3.3,4.0,7691000
Ahmedabad,Agricultural,Interior_Road,Fully_Connected,57200,25.3,4.0,7.8,12894000
Pune,Residential,Main_Road,Not_Connected,8750,13.1,7.5,7.6,8684000
Pune,Residential,Secondary_Road,Partial,5850,5.5,5.9,7.4,6729000
Bangalore_South,Mixed,Secondary_Road,Fully_Connected,5790,51.1,2.2,4.3,6602000
Noida_NCR,Agricultural,Main_Road,Fully_Connected,135830,32.6,6.0,6.6,89326000
Hyderabad,Agricultural,Interior_Road,Partial,491100,46.5,5.3,5.9,113070000
Bangalore_South,Residential,Secondary_Road,Not_Connected,4920,11.7,5.6,7.3,4612000
Chennai,Residential,Main_Road,Fully_Connected,4320,2.3,4.0,5.9,6870000
Pune,Residential,Interior_Road,Partial,4470,6.9,7.7,7.8,4077000
Bangalore_South,Agricultural,Interior_Road,Fully_Connected,162620,31.6,3.6,3.5,48749000
Kochi,Residential,Interior_Road,Fully_Connected,2710,8.3,5.3,6.3,1259000
Kochi,Residential,Secondary_Road,Partial,3340,6.7,4.8,5.3,2114000
Bangalore_South,Agricultural,Interior_Road,Partial,12530,16.3,6.2,5.9,8308000
Bangalore_North,Mixed,Secondary_Road,Not_Connected,2780,63.7,6.0,10.0,1987000
Hyderabad,Agricultural,Secondary_Road,Fully_Connected,31370,14.3,6.6,4.3,26968000
Ahmedabad,Commercial,Main_Road,Fully_Connected,7690,30.9,3.3,5.7,7262000
Kochi,Commercial,Secondary_Road,Fully_Connected,27600,1.5,6.1,5.0,35040000
Bangalore_North,Commercial,Interior_Road,Fully_Connected,11640,12.4,5.2,5.8,26082000
Ahmedabad,Residential,Secondary_Road,Fully_Connected,2210,0.5,5.4,9.6,2417000
Bangalore_North,Commercial,Secondary_Road,Fully_Connected,4810,2.8,4.8,3.9,20993000
Hyderabad,Commercial,Interior_Road,Fully_Connected,20940,5.6,5.0,4.4,34709000
Bhopal,Commercial,Interior_Road,Fully_Connected,17600,9.3,3.9,4.7,7556000
Bangalore_South,Industrial,Main_Road,Fully_Connected,20460,64.0,4.1,3.6,13453000
Bangalore_South,Mixed,No_Road,Partial,4500,31.8,2.9,5.4,2980000
Pune,Residential,Interior_Road,Fully_Connected,8310,0.5,6.4,5.7,11419000
Noida_NCR,Residential,No_Road,Partial,2100,4.3,5.7,7.0,1772000
Indore,Residential,No_Road,Not_Connected,5160,28.8,4.9,3.4,418000
Bhopal,Residential,No_Road,Partial,17520,65.1,1.2,1.0,743000
Bangalore_North,Residential,Interior_Road,Fully_Connected,4570,28.8,4.0,4.5,4427000
Bangalore_North,Residential,Secondary_Road,Fully_Connected,2420,39.5,5.0,3.1,2310000
Ahmedabad,Agricultural,Main_Road,Partial,72340,18.7,3.4,6.7,15839000
Hyderabad,Commercial,Secondary_Road,Partial,5760,27.7,6.9,4.5,7838000
Kochi,Mixed,Interior_Road,Fully_Connected,2420,21.1,4.0,3.2,1373000
Noida_NCR,Residential,Secondary_Road,Fully_Connected,6310,10.3,6.2,7.0,10431000
Bangalore_North,Residential,Interior_Road,Partial,8270,6.8,6.9,6.0,12929000
Kochi,Commercial,Main_Road,Fully_Connected,6440,4.9,3.5,2.2,11987000
Bangalore_South,Residential,Secondary_Road,Partial,3130,43.9,2.9,7.1,2814000
Pune,Residential,Secondary_Road,Fully_Connected,2140,4.6,6.2,4.8,3608000
Chennai,Mixed,Secondary_Road,Fully_Connected,5440,52.2,2.1,3.2,3402000
Pune,Residential,Main_Road,Partial,2780,7.9,4.2,4.6,3126000
Noida_NCR,Residential,Main_Road,Fully_Connected,2070,1.1,7.8,8.5,4927000
Noida_NCR,Commercial,Interior_Road,Partial,30080,54.6,5.3,6.4,19284000
Bhopal,Commercial,Secondary_Road,Fully_Connected,11090,18.2,2.0,2.2,3854000
Bhopal,Commercial,Main_Road,Fully_Connected,11940,28.4,2.3,3.1,4726000
Chennai,Residential,Main_Road,Not_Connected,7100,12.2,4.0,4.5,4800000
Bangalore_North,Industrial,Secondary_Road,Fully_Connected,37060,9.5,8.3,8.9,82634000
Ahmedabad,Residential,Main_Road,Fully_Connected,3060,30.6,5.1,3.8,1626000
Bhopal,Commercial,Interior_Road,Not_Connected,9680,10.0,3.3,7.3,3025000
Hyderabad,Agricultural,Interior_Road,Partial,39250,10.5,6.8,5.6,18858000
Pune,Industrial,Main_Road,Partial,28400,11.5,3.8,4.6,28191000
Pune,Residential,Secondary_Road,Fully_Connected,4990,9.7,4.7,3.6,5188000
Bangalore_North,Commercial,Main_Road,Fully_Connected,6120,0.5,6.6,4.7,31017000
Noida_NCR,Residential,Main_Road,Partial,1690,8.9,7.0,5.6,2873000
Hyderabad,Residential,Interior_Road,Fully_Connected,4400,25.8,5.4,4.3,4542000
Ahmedabad,Residential,Secondary_Road,Fully_Connected,3500,0.5,5.5,5.2,2892000
Kochi,Agricultural,Interior_Road,Partial,9120,7.5,4.7,3.8,1828000
Kochi,Residential,Main_Road,Fully_Connected,5560,8.6,4.3,6.1,3997000
Pune,Agricultural,Main_Road,Fully_Connected,119200,1.0,5.5,4.7,111542000
Hyderabad,Residential,Secondary_Road,Fully_Connected,20690,24.8,5.0,4.2,18927000
Ahmedabad,Industrial,Secondary_Road,Fully_Connected,14630,56.1,3.2,3.7,5054000
Ahmedabad,Industrial,No_Road,Partial,13000,47.7,3.8,6.1,2457000
Pune,Residential,Main_Road,Not_Connected,1940,3.4,6.0,6.5,2519000
Indore,Residential,Interior_Road,Fully_Connected,4580,1.2,3.1,4.0,1505000
Bangalore_South,Residential,Interior_Road,Fully_Connected,4560,30.3,3.8,2.5,3074000
Kochi,Industrial,Secondary_Road,Partial,10450,41.5,3.7,2.9,2501000
Bangalore_North,Residential,Main_Road,Fully_Connected,3570,0.6,8.2,5.8,12015000
Bangalore_South,Commercial,Secondary_Road,Fully_Connected,2000,8.6,6.0,8.2,5983000
Chennai,Commercial,Main_Road,Not_Connected,15300,3.6,4.9,6.2,25865000
Bangalore_North,Industrial,Interior_Road,Partial,10800,9.1,6.4,5.2,13369000
Bangalore_North,Commercial,Secondary_Road,Fully_Connected,7810,29.6,4.0,4.0,15561000
Bangalore_North,Commercial,No_Road,Not_Connected,2950,1.2,8.0,6.4,3344000
Pune,Mixed,Secondary_Road,Fully_Connected,4110,14.3,5.5,4.5,5570000
Ahmedabad,Residential,Secondary_Road,Not_Connected,3340,1.9,4.3,5.7,2225000
Bangalore_North,Industrial,Interior_Road,Partial,19820,0.5,6.3,6.0,33801000
Noida_NCR,Residential,Secondary_Road,Partial,5460,3.1,6.1,9.4,12610000
Kochi,Commercial,No_Road,Not_Connected,21910,0.5,6.4,8.4,6701000
Bangalore_South,Industrial,Main_Road,Partial,35940,25.8,4.9,7.4,46760000
Bangalore_South,Agricultural,No_Road,Fully_Connected,118860,7.0,6.1,7.3,52537000
Kochi,Agricultural,Interior_Road,Fully_Connected,183740,5.5,5.3,5.1,35757000
Kochi,Residential,Interior_Road,Partial,5790,4.4,3.8,5.6,2947000
Chennai,Commercial,Secondary_Road,Partial,7800,5.6,5.5,5.3,12439000
Kochi,Residential,Interior_Road,Fully_Connected,7710,25.9,4.2,7.4,2812000
Bangalore_North,Commercial,Main_Road,Partial,16950,15.2,4.0,5.4,49410000
Hyderabad,Commercial,Interior_Road,Partial,12600,15.2,6.2,6.7,15932000
Ahmedabad,Residential,Main_Road,Fully_Connected,1550,14.5,4.6,5.4,1269000
Bangalore_South,Residential,Main_Road,Fully_Connected,2310,3.1,6.2,9.0,4711000
Ahmedabad,Residential,Secondary_Road,Fully_Connected,3350,9.8,4.9,3.3,2324000
Pune,Residential,Main_Road,Fully_Connected,6640,18.2,5.4,8.5,9069000
Ahmedabad,Residential,Secondary_Road,Fully_Connected,3940,19.5,6.0,5.9,2843000
Pune,Industrial,Interior_Road,Fully_Connected,49660,6.9,4.2,2.8,65692000
Hyderabad,Agricultural,Main_Road,Fully_Connected,163320,2.5,6.0,5.1,125845000
Bangalore_South,Residential,Interior_Road,Fully_Connected,8720,11.8,6.5,4.1,9830000
Bangalore_South,Agricultural,Main_Road,Partial,147970,47.7,4.8,6.3,49762000
Ahmedabad,Industrial,Interior_Road,Fully_Connected,8720,19.3,5.0,3.9,4405000
Bangalore_North,Residential,Interior_Road,Not_Connected,5470,8.5,9.5,8.9,5832000
Bangalore_North,Residential,Secondary_Road,Not_Connected,2700,80.0,4.0,6.5,934000
Bangalore_South,Residential,Interior_Road,Partial,1370,20.6,6.7,5.7,1321000
Bangalore_South,Residential,No_Road,Not_Connected,3320,80.0,2.6,3.4,302000
Kochi,Agricultural,Interior_Road,Not_Connected,164730,7.7,3.4,2.4,20268000
Hyderabad,Mixed,Secondary_Road,Fully_Connected,8090,4.1,6.0,5.6,21927000
Bhopal,Residential,Secondary_Road,Partial,14850,4.2,4.9,9.3,4861000
Bangalore_North,Agricultural,Interior_Road,Fully_Connected,58650,36.2,5.5,7.0,27366000
Noida_NCR,Residential,Main_Road,Partial,19640,18.2,6.6,6.2,29151000
Pune,Commercial,Interior_Road,Fully_Connected,9060,3.2,5.5,4.9,22562000
Hyderabad,Agricultural,Main_Road,Fully_Connected,51020,48.0,4.1,4.8,28690000
Kochi,Residential,Interior_Road,Fully_Connected,1740,3.5,4.5,5.3,1027000
Bhopal,Residential,Main_Road,Not_Connected,8230,22.4,4.2,4.3,1289000
Kochi,Commercial,Main_Road,Fully_Connected,5630,0.6,5.9,6.9,9306000
Bangalore_South,Mixed,No_Road,Fully_Connected,3940,28.8,3.8,3.2,2926000
Bangalore_South,Residential,Interior_Road,Fully_Connected,9200,0.9,7.1,5.5,20583000
Noida_NCR,Residential,Interior_Road,Fully_Connected,8490,21.5,5.2,6.2,11262000
Hyderabad,Residential,No_Road,Not_Connected,8350,10.1,6.7,4.9,3005000
Ahmedabad,Commercial,Secondary_Road,Partial,6210,43.8,3.2,5.3,4016000
